기준일,검체채취 가능여부,시도,시군구,의료기관명,주소,평일 운영시간,토요일 운영시간,일요일/공휴일 운영시간,대표 전화번호, 주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호
2021년 01월 13일 12시,○,전남,함평군,함평군보건소,전남 함평군 함평읍 기각리 253,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-320-2417, 전남 함평군 함평읍 기각리 253,126.524277,35.062163,정좌표,공개용버전 미지원,구주소,미지원,미지원,57153
2021년 01월 13일 12시,○,전남,함평군,함평성심병원,전남 함평군 함평읍 영수길 132,18:00 ~ 09:00,00:00 ~ 24:00,18:00 ~ 24:00,061-324-0001, 전남 함평군 함평읍 영수길 132,126.519941,35.061912,정좌표,공개용버전 미지원,새주소,미지원,미지원,57154
2021년 01월 13일 12시,○,전남,해남군,해남군보건소,전라남도 해남군 해남읍 해리 186,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-531-3745, 전라남도 해남군 해남읍 해리 186,126.612107,34.570235,정좌표,공개용버전 미지원,구주소,미지원,미지원,59038
2021년 01월 13일 12시,○,전남,해남군,해남종합병원,전라남도 해남군 해남읍 해남로 45,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-530-0119, 전라남도 해남군 해남읍 해남로 45,126.61266,34.57171,정좌표,공개용버전 미지원,새주소,미지원,미지원,59024
2021년 01월 13일 12시,○,전남,해남군,해남우리종합병원,전라남도 해남군 옥천면 해남로 597,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-530-7119, 전라남도 해남군 옥천면 해남로 597,126.646468,34.584277,정좌표,공개용버전 미지원,새주소,미지원,미지원,59021
2021년 01월 13일 12시,○,전남,화순군,화순군보건소,전남 화순군 화순읍 삼천리 719번지,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-379-5341, 전남 화순군 화순읍 삼천리 719번지,126.98228,35.057469,정좌표,공개용버전 미지원,구주소,미지원,미지원,58122
2021년 01월 13일 12시,○,전남,화순군,전남화순대학교병원,전남 화순군 화순읍 서양로 322,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-379-8884, 전남 화순군 화순읍 서양로 322,127.002283,35.059573,정좌표,공개용버전 미지원,새주소,미지원,미지원,58128
2021년 01월 13일 12시,○,전남,화순군,화순성심병원,전남 화순군 화순읍 만연로 31,09:00 ~ 18:00,미운영,미운영,061-370-9114, 전남 화순군 화순읍 만연로 31,126.989876,35.058443,정좌표,공개용버전 미지원,새주소,미지원,미지원,58124
2021년 01월 13일 12시,○,전남,곡성군,곡성군보건의료원,전라남도 곡성군 곡성읍 읍내리 220,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,061-360-8945, 전라남도 곡성군 곡성읍 읍내리 220,127.297249,35.278981,정좌표,공개용버전 미지원,구주소,미지원,미지원,57542
2021년 01월 13일 12시,○,전남,곡성군,곡성사랑병원,전남 곡성군 곡성읍 곡성로 761,00:00 ~ 24:00,미운영,미운영,061-360-6008, 전남 곡성군 곡성읍 곡성로 761,127.28794,35.276267,정좌표,공개용버전 미지원,새주소,미지원,미지원,57540
2021년 01월 13일 12시,○,전남,구례군,구례군보건의료원,전남 구례군 구례읍 동편제길 30,09:00 ~ 20:00,09:00 ~ 18:00,09:00 ~ 18:00,061-780-2673, 전남 구례군 구례읍 동편제길 30,127.461114,35.215921,정좌표,공개용버전 미지원,새주소,미지원,미지원,57647
2021년 01월 13일 12시,○,전남,구례군,구례병원,구례군 구례읍 동편제길 4,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,061-780-3231, 구례군 구례읍 동편제길 4,127.463948,35.215924,정좌표,공개용버전 미지원,새주소,미지원,미지원,57645
2021년 01월 13일 12시,○,전남,완도군,완도군보건의료원,전남 완도군 완도읍 죽청리 483-8 완도보건의료원 본관,9:0 ~ 18:0,9:0 ~ 18:0,9:0 ~ 18:0,061-550-6767, 전남 완도군 완도읍 죽청리 483-8 완도보건의료원 본관,126.731307,34.336187,정좌표,공개용버전 미지원,구주소,미지원,미지원,59108
2021년 01월 13일 12시,○,전남,완도군,대성병원,완도군읍 청해진동로 63,0:0 ~ 24:0,0:0 ~ 24:0,0:0 ~ 24:0,061-553-4567, 완도군읍 청해진동로 63,126.754913,34.311043,시군구 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
2021년 01월 13일 12시,○,전남,장성군,장성군보건소,전남 장성군 장성읍 영천리 1475-4,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,061-390-8308, 전남 장성군 장성읍 영천리 1475-4,126.782487,35.304523,정좌표,공개용버전 미지원,구주소,미지원,미지원,57220
2021년 01월 13일 12시,○,전남,장성군,장성병원,전남 장성군 장성읍 역전로 171,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,061-390-9000, 전남 장성군 장성읍 역전로 171,126.783566,35.305886,정좌표,공개용버전 미지원,새주소,미지원,미지원,57220
2021년 01월 13일 12시,○,경북,경산시,경산시보건소,경상북도 경산시 중방동 708-5 (경산시보건소),09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,053-810-6314, 경상북도 경산시 중방동 708-5 (경산시보건소),128.743051,35.824853,정좌표,공개용버전 미지원,구주소,미지원,미지원,38616
2021년 01월 13일 12시,○,경북,경산시,경산중앙병원,경북 경산시 경안로 11,09:00 ~ 18:00,09:00 ~ 12:30,미운영,053-715-0119, 경북 경산시 경안로 11,128.74016,35.809179,정좌표,공개용버전 미지원,새주소,미지원,미지원,38646
2021년 01월 13일 12시,○,경북,경산시,세명병원,경북 경산시 경안로 208,09:00 ~ 17:30,09:00 ~ 13:00,미운영,053-819-8500, 경북 경산시 경안로 208,128.737087,35.826251,정좌표,공개용버전 미지원,새주소,미지원,미지원,38619
2021년 01월 13일 12시,○,경북,경주시,경주시보건소,경북 경주시 동천동 987,09:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,054-760-2080, 경북 경주시 동천동 987,129.224574,35.859432,정좌표,공개용버전 미지원,구주소,미지원,미지원,38099
2021년 01월 13일 12시,○,경북,경주시,동국대 경주병원,경북 경주시 동대로 87,09:00 ~ 16:30,미운영,미운영,054-748-9300, 경북 경주시 동대로 87,129.195262,35.858313,정좌표,공개용버전 미지원,새주소,미지원,미지원,38067
2021년 01월 13일 12시,○,경북,고령군,고령군보건소,경북 고령군 대가야읍 지산리 232-8 고령군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-954-1300, 경북 고령군 대가야읍 지산리 232-8 고령군보건소,128.26481,35.725241,정좌표,공개용버전 미지원,구주소,미지원,미지원,40138
2021년 01월 13일 12시,○,경북,고령군,고령영생병원,경북 고령군 대가야읍 중앙로33,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-955-2661, 경북 고령군 대가야읍 중앙로33,128.272066,35.729984,정좌표,공개용버전 미지원,새주소,미지원,미지원,40135
2021년 01월 13일 12시,○,경북,구미시,구미보건소,경북 구미시 지산동 853-12,09:00 ~ 16:00,09:00 ~ 16:00,09:00 ~ 16:00,054-480-4958, 경북 구미시 지산동 853-12,128.345933,36.139902,정좌표,공개용버전 미지원,구주소,미지원,미지원,39192
2021년 01월 13일 12시,○,경북,구미시,순천향대학교구미병원,경상북도 구미시 1공단로 179,09:00 ~ 16:00,09:30 ~ 11:30,미운영,054-468-9119, 경상북도 구미시 1공단로 179,128.382722,36.103153,정좌표,공개용버전 미지원,새주소,미지원,미지원,39371
2021년 01월 13일 12시,○,경북,구미시,구미차병원,경상북도 구미시 신시로10길 12,09:30 ~ 16:30,미운영,미운영,054-450-9997, 경상북도 구미시 신시로10길 12,128.340545,36.114583,정좌표,공개용버전 미지원,새주소,미지원,미지원,39295
2021년 01월 13일 12시,○,경북,군위군,군위군보건소,경북 군위군 군위읍 동부리 676-3 군위군보건소,09:30 ~ 17:30,09:30 ~ 17:30,09:30 ~ 17:30,054-380-7447, 경북 군위군 군위읍 동부리 676-3 군위군보건소,128.569435,36.229888,인근좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경북,김천시,김천시보건소,경북 김천시 신음동 1284,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,054-433-4000, 경북 김천시 신음동 1284,128.113246,36.139691,정좌표,공개용버전 미지원,구주소,미지원,미지원,39532
2021년 01월 13일 12시,○,경북,김천시,김천제일병원,경북 김천시 신음1길 12,09:00 ~ 18:00,09:00 ~ 13:00,미운영,054-420-9300, 경북 김천시 신음1길 12,128.118817,36.135458,정좌표,공개용버전 미지원,새주소,미지원,미지원,39544
2021년 01월 13일 12시,○,경북,김천시,김천의료원,경북 김천시 모암길 24,10:00 ~ 16:00,10:00 ~ 12:00,미운영,054-429-8114, 경북 김천시 모암길 24,128.126408,36.122724,정좌표,공개용버전 미지원,새주소,미지원,미지원,39579
2021년 01월 13일 12시,○,경북,문경시,문경시보건소,경북 문경시 점촌동(점촌1동) 232 문경시보건소,09:00 ~ 18:00,미운영,미운영,054-550-8208, 경북 문경시 점촌동(점촌1동) 232 문경시보건소,128.19751,36.596265,정좌표,공개용버전 미지원,구주소,미지원,미지원,36971
2021년 01월 13일 12시,○,경북,문경시,문경제일병원,경북 문경시 당교3길 25,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-550-7700, 경북 문경시 당교3길 25,128.188819,36.584266,정좌표,공개용버전 미지원,새주소,미지원,미지원,36986
2021년 01월 13일 12시,○,경북,문경시,문경중앙병원,경북 문경시 중앙로 117-18,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-550-2011, 경북 문경시 중앙로 117-18,128.199086,36.596019,정좌표,공개용버전 미지원,새주소,미지원,미지원,36971
2021년 01월 13일 12시,○,경북,봉화군,봉화군보건소,경북 봉화군 봉화읍 내성리 285 봉화군보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-673-4000, 경북 봉화군 봉화읍 내성리 285 봉화군보건소,128.742154,36.890525,정좌표,공개용버전 미지원,구주소,미지원,미지원,36238
2021년 01월 13일 12시,○,경북,봉화군,봉화해성병원,봉화군 보밑길3 봉화해성병원,12:00 ~ 12:00,12:00 ~ 12:00,12:00 ~ 12:00,054-674-0011, 봉화군 보밑길3 봉화해성병원,128.733392,36.891742,정좌표,공개용버전 미지원,새주소,미지원,미지원,36239
2021년 01월 13일 12시,○,경북,상주시,상주시보건소,경북 상주시 무양동 33-4,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-535-4000, 경북 상주시 무양동 33-4,128.150098,36.416556,정좌표,공개용버전 미지원,구주소,미지원,미지원,37183
2021년 01월 13일 12시,○,경북,상주시,상주적십자병원,경북 상주시 상서문로 53,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-534-3501, 경북 상주시 상서문로 53,128.155525,36.414674,정좌표,공개용버전 미지원,새주소,미지원,미지원,37199
2021년 01월 13일 12시,○,경북,상주시,상주성모병원,경북 상주시 냉림서성길,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-530-7123, 경북 상주시 냉림서성길,128.160688,36.42003,도로중심좌표,공개용버전 미지원,새주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경북,구미시,구미시선산보건소,경북 구미시 선산읍 동부리 544-1,09:00 ~ 16:00,미운영,미운영,054-480-4130, 경북 구미시 선산읍 동부리 544-1,128.299929,36.244241,정좌표,공개용버전 미지원,구주소,미지원,미지원,39112
2021년 01월 13일 12시,○,경북,성주군,성주군보건소,경상북도 성주군 성주읍 경산리 436-1,09:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,054-930-8122, 경상북도 성주군 성주읍 경산리 436-1,128.278999,35.917085,정좌표,공개용버전 미지원,구주소,미지원,미지원,40023
2021년 01월 13일 12시,○,경북,안동시,안동시보건소,경북 안동시 북문동(중구동) 58 안동시보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,"054-840-5999,5917", 경북 안동시 북문동(중구동) 58 안동시보건소,128.729986,36.566986,정좌표,공개용버전 미지원,구주소,미지원,미지원,36694
2021년 01월 13일 12시,○,경북,안동시,안동병원,경북 안동시 앙실로 11 (수상동),09:00 ~ 17:00,09:00 ~ 12:30,미운영,054-840-0119, 경북 안동시 앙실로 11 (수상동),128.701135,36.546675,정좌표,공개용버전 미지원,새주소,미지원,미지원,36743
2021년 01월 13일 12시,○,경북,안동시,안동성소병원,경북 안동시 서동문로 99,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-850-8114, 경북 안동시 서동문로 99,128.722775,36.567589,정좌표,공개용버전 미지원,새주소,미지원,미지원,36690
2021년 01월 13일 12시,○,경북,안동시,경상북도안동의료원,경상북도 안동시 태사2길 55,09:00 ~ 16:30,09:00 ~ 11:30,미운영,054-850-6100, 경상북도 안동시 태사2길 55,128.732019,36.568118,정좌표,공개용버전 미지원,새주소,미지원,미지원,36694
2021년 01월 13일 12시,○,경북,영덕군,영덕군보건소,경북 영덕군 영덕읍 군청길 53,미운영,09:00 ~ 17:00,09:00 ~ 17:00,054-730-6894, 경북 영덕군 영덕읍 군청길 53,129.373579,36.413022,정좌표,공개용버전 미지원,새주소,미지원,미지원,36431
2021년 01월 13일 12시,○,경북,영덕군,영덕아산병원,영덕읍  영덕로 1621,09:00 ~ 17:00,미운영,미운영,054-730-0119, 영덕읍  영덕로 1621,129.366089,36.415073,시군구 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
2021년 01월 13일 12시,○,경북,영양군,영양군보건소,경상북도 영양군 영양읍 동부리 동서대로 82번지,09:00 ~ 18:00,미운영,미운영,054-680-5196, 경상북도 영양군 영양읍 동부리 동서대로 82번지,129.118052,36.661936,정좌표,공개용버전 미지원,새주소,미지원,미지원,36540
2021년 01월 13일 12시,○,경북,영주시,영주시보건소,경북 영주시 휴천동(휴천2동) 466-6 영주시보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-631-4000, 경북 영주시 휴천동(휴천2동) 466-6 영주시보건소,128.621896,36.806127,정좌표,공개용버전 미지원,구주소,미지원,미지원,36132
2021년 01월 13일 12시,○,경북,영주시,영주적십자병원,영주시 대학로 327,09:00 ~ 17:00,미운영,미운영,054-630-0100, 영주시 대학로 327,128.604003,36.825261,정좌표,공개용버전 미지원,새주소,미지원,미지원,36058
2021년 01월 13일 12시,○,경북,영천시,영천시보건소,경북 영천시 문내동 152-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-339-7979, 경북 영천시 문내동 152-1,128.932863,35.968431,정좌표,공개용버전 미지원,구주소,미지원,미지원,38849
2021년 01월 13일 12시,○,경북,영천시,영남대학교 영천병원,영천시 오수1길 10,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-330-7575, 영천시 오수1길 10,128.9133,35.957351,정좌표,공개용버전 미지원,새주소,미지원,미지원,38840
2021년 01월 13일 12시,○,경북,예천군,예천군보건소,경북 예천군 예천읍 노상리 125-1 예천군보건소 보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-650-8042, 경북 예천군 예천읍 노상리 125-1 예천군보건소 보건소,128.452975,36.657598,정좌표,공개용버전 미지원,구주소,미지원,미지원,36822
2021년 01월 13일 12시,○,경북,예천군,예천권병원,예천읍 시장로 136,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-654-6611, 예천읍 시장로 136,128.452931,36.657707,시군구 좌표,공개용버전 미지원,판별불가,미지원,미지원,NULL
2021년 01월 13일 12시,○,경북,의성군,의성군보건소,경북 의성군 의성읍 도서리 104-1,09:00 ~ 09:00,09:00 ~ 18:00,09:00 ~ 18:00,054-830-6660, 경북 의성군 의성읍 도서리 104-1,128.697503,36.345822,정좌표,공개용버전 미지원,구주소,미지원,미지원,37343
2021년 01월 13일 12시,○,경북,칠곡군,칠곡군보건소,경북 칠곡군 왜관읍 석전2리 262-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-979-8223, 경북 칠곡군 왜관읍 석전2리 262-1,128.42146,35.984349,정좌표,공개용버전 미지원,구주소,미지원,미지원,39893
2021년 01월 13일 12시,○,경북,남구,포항시남구보건소,경북 포항시 남구 인덕동(제철동) 161-1 남구보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-270-4004, 경북 포항시 남구 인덕동(제철동) 161-1 남구보건소,129.396214,35.99244,정좌표,공개용버전 미지원,구주소,미지원,미지원,37878
2021년 01월 13일 12시,○,경북,포항시,세명기독병원,경상북도 포항시 남구 대도동 94-8,08:30 ~ 17:30,08:30 ~ 12:30,미운영,054-275-0005, 경상북도 포항시 남구 대도동 94-8,129.362304,36.017722,정좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경북,포항시,포항성모병원,경상북도 포항시 남구 대잠동길 17,09:00 ~ 16:30,09:00 ~ 11:30,미운영,054-260-8019, 경상북도 포항시 남구 대잠동길 17,129.339583,36.01504,정좌표,공개용버전 미지원,새주소,미지원,미지원,37661
2021년 01월 13일 12시,○,경북,포항시,포항시북구보건소,경북 포항시 북구 장성동 1363,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,054-270-4114, 경북 포항시 북구 장성동 1363,129.380455,36.070632,정좌표,공개용버전 미지원,구주소,미지원,미지원,37607
2021년 01월 13일 12시,○,경북,포항시,포항의료원,경북 포항시 북구 용흥로 36,10:00 ~ 16:00,11:00 ~ 12:00,미운영,054-247-0551, 경북 포항시 북구 용흥로 36,129.35394,36.035255,정좌표,공개용버전 미지원,새주소,미지원,미지원,37688
2021년 01월 13일 12시,○,경북,울릉군,울릉군보건의료원,경북 울릉군 울릉읍    울릉순환로 396-18,09:00 ~ 17:50,미운영,미운영,054-790-6871, 경북 울릉군 울릉읍    울릉순환로 396-18,130.898917,37.485904,정좌표,공개용버전 미지원,새주소,미지원,미지원,40217
2021년 01월 13일 12시,○,경북,울진군,울진군보건소,경북 울진군 울진읍 읍내8길 61-8,09:00 ~ 17:00,10:00 ~ 17:00,10:00 ~ 17:00,054-783-1250, 경북 울진군 울진읍 읍내8길 61-8,129.404575,36.996024,정좌표,공개용버전 미지원,새주소,미지원,미지원,36324
2021년 01월 13일 12시,○,경북,청송군,청송군보건의료원,경북 청송군 청송읍 금곡리 1056-54 청송보건의료원,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-870-7100, 경북 청송군 청송읍 금곡리 1056-54 청송보건의료원,129.051968,36.431113,정좌표,공개용버전 미지원,구주소,미지원,미지원,37433
2021년 01월 13일 12시,○,경북,청송군,경북북부제2교도소 부속의원,경북 청송군 진보면 양정길 110,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,054-870-2575, 경북 청송군 진보면 양정길 110,129.05662,36.546308,정좌표,공개용버전 미지원,새주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경남,거제시,거제시보건소,경상남도 거제시 양정동 981,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,055-639-6000, 경상남도 거제시 양정동 981,128.636501,34.891786,정좌표,공개용버전 미지원,구주소,미지원,미지원,53236
2021년 01월 13일 12시,○,경남,거제시,거붕백병원,경남거제시 계룡로5길 14,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-733-0188, 경남거제시 계룡로5길 14,128.626426,34.873196,정좌표,공개용버전 미지원,새주소,미지원,미지원,53290
2021년 01월 13일 12시,○,경남,거제시,대우병원,경남거제시 두모길16,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-680-8119, 경남거제시 두모길16,128.72185,34.871856,정좌표,공개용버전 미지원,새주소,미지원,미지원,53317
2021년 01월 13일 12시,○,경남,거제시,맑은샘병원,경남거제시 연초면 거제대로 4477,08:30 ~ 17:30,08:30 ~ 12:30,미운영,055-736-1004, 경남거제시 연초면 거제대로 4477,128.643627,34.897743,정좌표,공개용버전 미지원,새주소,미지원,미지원,53209
2021년 01월 13일 12시,○,경남,거창군,거창군보건소,경남 거창군 거창읍 송정리 332-3 보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-940-8335, 경남 거창군 거창읍 송정리 332-3 보건소,127.898658,35.6808,정좌표,공개용버전 미지원,구주소,미지원,미지원,50142
2021년 01월 13일 12시,○,경남,거창군,거창적십자병원,경남 거창군 거창읍 중앙로91 거창적십자병원,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-944-3251, 경남 거창군 거창읍 중앙로91 거창적십자병원,127.908748,35.686847,정좌표,공개용버전 미지원,새주소,미지원,미지원,50132
2021년 01월 13일 12시,○,경남,고성군,고성군보건소,경남 고성군 고성읍 대독리 4 고성군보건소,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,055-670-4013, 경남 고성군 고성읍 대독리 4 고성군보건소,128.315369,34.969407,정좌표,공개용버전 미지원,구주소,미지원,미지원,52934
2021년 01월 13일 12시,○,경남,김해시,김해시보건소,경남 김해시 외동(내외동) 1261-3 김해시 보건소,09:00 ~ 20:00,09:00 ~ 18:00,09:00 ~ 18:00,055-330-4481, 경남 김해시 외동(내외동) 1261-3 김해시 보건소,128.871044,35.232276,정좌표,공개용버전 미지원,구주소,미지원,미지원,50958
2021년 01월 13일 12시,○,경남,김해시,김해중앙병원,경상남도 김해시 분성로 94-8 (외동),08:30 ~ 16:00,08:30 ~ 12:30,미운영,055-330-6007, 경상남도 김해시 분성로 94-8 (외동),128.856965,35.230682,정좌표,공개용버전 미지원,새주소,미지원,미지원,50960
2021년 01월 13일 12시,○,경남,김해시,갑을장유병원,경상남도 김해시 장유로 167-13 (부곡동),09:00 ~ 12:30,미운영,미운영,055-310-6114, 경상남도 김해시 장유로 167-13 (부곡동),128.805597,35.208635,정좌표,공개용버전 미지원,새주소,미지원,미지원,50971
2021년 01월 13일 12시,○,경남,김해시,조은금강병원,경상남도 김해시 김해대로 1814-37 (삼계동),09:00 ~ 16:30,09:00 ~ 12:00,미운영,055-330-0392, 경상남도 김해시 김해대로 1814-37 (삼계동),128.861556,35.262721,정좌표,공개용버전 미지원,새주소,미지원,미지원,50880
2021년 01월 13일 12시,○,경남,남해군,남해군보건소,경남 남해군 남해읍 북변리 458-1,09:00 ~ 21:00,09:00 ~ 18:00,09:00 ~ 18:00,055-860-8740, 경남 남해군 남해읍 북변리 458-1,127.898698,34.844802,정좌표,공개용버전 미지원,구주소,미지원,미지원,52413
2021년 01월 13일 12시,○,경남,남해군,이도의료재단 남해병원,경상남도 남해군 남해읍 화전로 169,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,055-863-2201, 경상남도 남해군 남해읍 화전로 169,127.894333,34.846331,정좌표,공개용버전 미지원,새주소,미지원,미지원,52417
2021년 01월 13일 12시,○,경남,창원시,창원시 마산보건소,경남 창원시 마산합포구 해운동   61-1,09:00 ~ 18:00,09:00 ~ 13:00,미운영,055-225-5941, 경남 창원시 마산합포구 해운동   61-1,128.562979,35.182513,정좌표,공개용버전 미지원,구주소,미지원,미지원,51742
2021년 01월 13일 12시,○,경남,창원시,삼성창원병원,창원시 마산회원구 팔용로 158,09:00 ~ 17:00,09:00 ~ 12:00,미운영,055-233-6121, 창원시 마산회원구 팔용로 158,128.592401,35.242569,정좌표,공개용버전 미지원,새주소,미지원,미지원,51353
2021년 01월 13일 12시,○,경남,창원시,경상남도마산의료원,창원시 마산합포구 3.15대로 231,08:30 ~ 17:30,미운영,미운영,055-249-1116, 창원시 마산합포구 3.15대로 231,128.566179,35.199057,정좌표,공개용버전 미지원,새주소,미지원,미지원,51264
2021년 01월 13일 12시,○,경남,창원시,SMG연세병원,창원시 마산합포구 3.15대로 76,09:00 ~ 17:30,09:00 ~ 12:30,미운영,055-240-7777, 창원시 마산합포구 3.15대로 76,128.5616,35.186296,정좌표,공개용버전 미지원,새주소,미지원,미지원,51740
2021년 01월 13일 12시,○,경남,밀양시,밀양시보건소,경남 밀양시 삼문동 159-1 (삼문중앙로41),09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-359-7015, 경남 밀양시 삼문동 159-1 (삼문중앙로41),128.756126,35.485616,정좌표,공개용버전 미지원,구주소,미지원,미지원,50437
2021년 01월 13일 12시,○,경남,밀양시,밀양윤병원,경남 밀양시 삼문중앙로 32,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-354-2200, 경남 밀양시 삼문중앙로 32,128.755597,35.484465,정좌표,공개용버전 미지원,새주소,미지원,미지원,50440
2021년 01월 13일 12시,○,경남,사천시,사천시보건소,경남 사천시 용현면 덕곡리 사천시청 501번지,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,055-831-3620, 경남 사천시 용현면 덕곡리 사천시청 501번지,128.064461,35.003505,정좌표,공개용버전 미지원,구주소,미지원,미지원,52539
2021년 01월 13일 12시,○,경남,사천시,의료법인승연의료재단 삼천포서울병원,경남 사천시 남일로 33(동금동),00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-830-9009, 경남 사천시 남일로 33(동금동),128.080223,34.933118,정좌표,공개용버전 미지원,새주소,미지원,미지원,52561
2021년 01월 13일 12시,○,경남,사천시,삼천포제일병원,경남 사천시 중앙로136,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-830-2965, 경남 사천시 중앙로136,128.079505,34.937545,정좌표,공개용버전 미지원,새주소,미지원,미지원,52560
2021년 01월 13일 12시,○,경남,양산시,양산시보건소,경남 양산시 중부동 707-2(삽량로 169),09:00 ~ 18:00,11:00 ~ 15:00,11:00 ~ 15:00,055-392-5220, 경남 양산시 중부동 707-2(삽량로 169),129.024963,35.335702,정좌표,공개용버전 미지원,구주소,미지원,미지원,50629
2021년 01월 13일 12시,○,경남,의령군,의령군보건소,경상남도 의령군 의령읍 서동리 534,09:00 ~ 22:00,09:00 ~ 18:00,09:00 ~ 18:00,055-570-4040, 경상남도 의령군 의령읍 서동리 534,128.254676,35.317685,정좌표,공개용버전 미지원,구주소,미지원,미지원,52151
2021년 01월 13일 12시,○,경남,의령군,의령병원,경남 의령군 의령읍 의병로14길 10,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-573-4100, 경남 의령군 의령읍 의병로14길 10,128.258683,35.318641,정좌표,공개용버전 미지원,새주소,미지원,미지원,52150
2021년 01월 13일 12시,○,경남,진주시,진주시보건소,경남 진주시 초전동(초장동) 348-2  1층 진주시보건소,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,055-749-5714, 경남 진주시 초전동(초장동) 348-2  1층 진주시보건소,128.122314,35.213804,정좌표,공개용버전 미지원,구주소,미지원,미지원,52732
2021년 01월 13일 12시,○,경남,진주시,제일병원,진주대로885,00:00 ~ 24:00,09:00 ~ 13:00,미운영,055-756-2900, 진주대로885,128.10754,35.180122,(도로명 없음)시구군 좌표,공개용버전 미지원,구주소,미지원,미지원,NULL
2021년 01월 13일 12시,○,경남,진주시,고려병원,진주시 동진로2,00:00 ~ 24:00,09:00 ~ 13:00,미운영,055-751-2525, 진주시 동진로2,128.092046,35.178495,정좌표,공개용버전 미지원,새주소,미지원,미지원,52726
2021년 01월 13일 12시,○,경남,진주시,반도병원,진주시 남강로701,09:00 ~ 17:00,09:00 ~ 13:00,미운영,055-749-0200, 진주시 남강로701,128.088284,35.191685,정좌표,공개용버전 미지원,새주소,미지원,미지원,52758
